,0
2510,1846
2511,4113
2512,250306
2513,2227
2514,323444
2515,391542
2516,3434
2517,252133
2518,4393
2519,1044
2520,359029
2521,387292
2522,1338
2523,378349
2524,440843
2525,377468
2526,1757
2527,1856
2528,288938
2529,4374
2530,4547
2531,3482
2532,204704
2533,261176
2534,363704
2535,257276
2536,344533
2537,330331
2538,4048
2539,444730
2540,171576
2541,2956
2542,3710
2543,263369
2544,1304
2545,3595
2546,341564
2547,200985
2548,3824
2549,1133
2550,410287
2551,1157
2552,1156
2553,3703
2554,2369
2555,259367
2556,4143
2557,220461
2558,407599
2559,388816
2560,383299
2561,430818
2562,364563
2563,4757
2564,414483
2565,4618
2566,1968
2567,220284
2568,186123
2569,2001
2570,441438
2571,357800
2572,4734
2573,276500
2574,192842
2575,3688
2576,1396
2577,1467
2578,381024
2579,1029
2580,396899
2581,783
2582,3803
2583,281241
2584,228947
2585,336083
2586,972
2587,973
2588,1547
2589,1802
2590,4399
2591,181539
2592,756
2593,974
2594,272747
2595,220890
2596,281566
2597,3967
2598,271131
2599,2037
2600,2069
2601,4505
2602,227036
2603,223480
2604,140961
2605,3344
2606,148596
2607,247929
2608,1823
2609,2162
2610,320015
2611,291372
2612,1468
2613,1922
2614,203540
2615,4716
2616,324718
2617,3754
2618,295485
2619,1196
2620,241497
2621,348876
2622,2719
2623,2477
2624,353046
2625,418175
2626,3779
2627,1169
2628,348346
2629,142885
2630,389898
2631,334244
2632,424145
2633,178547
2634,440036
2635,189420
2636,3477
2637,271566
2638,434068
2639,375302
2640,337570
2641,397880
2642,165901
2643,415632
2644,4153
2645,4260
2646,4714
2647,338622
2648,293146
2649,367764
2650,420134
2651,353932
2652,151377
2653,3383
2654,3186
2655,2891
2656,2419
2657,2151
2658,277266
2659,1636
2660,975
2661,2644
2662,4476
2663,241857
2664,243493
2665,446684
2666,271884
2667,181835
2668,200277
2669,183616
2670,244764
2671,4472
2672,281129
2673,2054
2674,275913
2675,402406
2676,370963
2677,3447
2678,1508
2679,3702
2680,415076
2681,392580
2682,400342
2683,1507
2684,1774
2685,4396
2686,186348
2687,268722
2688,1755
2689,979
2690,326698
2691,393642
2692,413435
2693,3449
2694,339197
2695,403624
2696,2669
2697,372464
2698,198960
2699,146652
2700,179566
2701,246836
2702,4674
2703,4604
2704,410978
2705,1265
2706,4577
2707,189725
2708,203831
2709,3106
2710,375025
2711,271223
2712,421100
2713,297252
2714,212403
2715,196228
2716,3565
2717,384492
2718,356005
2719,436276
2720,4039
2721,3523
2722,3976
2723,1128
2724,2985
2725,423313
2726,4235
2727,3307
2728,2177
2729,441512
2730,179745
2731,327605
2732,1861
2733,350236
2734,2082
2735,1549
2736,379030
2737,143049
2738,153377
2739,3943
2740,240517
2741,211187
2742,3264
2743,2003
2744,201806
2745,291429
2746,437134
2747,3293
2748,2403
2749,1323
2750,1999
2751,397131
2752,370626
2753,150843
2754,2042
2755,428469
2756,410821
2757,3655
2758,338503
2759,362066
2760,363825
2761,373043
2762,407518
2763,953
2764,390299
2765,385788
2766,383823
2767,148746
2768,1584
2769,379219
2770,4271
2771,349536
2772,333650
2773,354911
2774,294909
2775,330005
2776,239684
2777,2735
2778,430034
2779,330409
2780,1620
2781,431862
2782,389071
2783,408307
2784,393213
2785,379791
2786,310021
2787,432994
2788,383959
2789,341087
2790,390035
2791,386069
2792,372423
2793,4146
2794,320789
2795,433255
2796,342684
2797,848
2798,186453
2799,992
2800,3535
2801,4073
2802,365020
2803,394643
2804,207805
2805,4653
2806,246913
2807,256525
2808,403925
2809,3388
2810,3076
2811,333245
2812,310135
2813,282918
2814,151539
2815,168588
2816,319501
2817,4195
2818,148763
2819,390831
2820,349055
2821,363192
2822,266809
2823,257990
2824,344845
2825,282820
2826,448692
2827,188722
2828,365278
2829,442609
2830,322227
2831,205174
2832,310487
2833,200976
2834,294123
2835,418174
2836,2293
2837,211460
2838,420320
2839,425604
2840,311410
2841,316839
2842,2994
2843,289875
2844,1662
2845,956
2846,140193
2847,269352
2848,230096
2849,309265
2850,395478
2851,316242
2852,438834
2853,293252
2854,422573
2855,390284
2856,345785
2857,414405
2858,360888
2859,2902
2860,1322
2861,407900
2862,1154
2863,2190
2864,146051
2865,296253
2866,291553
2867,276054
2868,4193
2869,439474
2870,435056
2871,321098
2872,243015
2873,370885
2874,1149
2875,4526
2876,422556
2877,156614
2878,392998
2879,253914
2880,4605
2881,3475
2882,399653
2883,3640
2884,1408
2885,319584
2886,238128
2887,243194
2888,1034
2889,339093
2890,264156
2891,376561
2892,335290
2893,420334
2894,255031
2895,2952
2896,405570
2897,316123
2898,245156
2899,240147
2900,328398
2901,148743
2902,3448
2903,1409
2904,216349
2905,239019
2906,1815
2907,193767
2908,352548
2909,201225
2910,2853
2911,294411
2912,1601
2913,425903
2914,344890
2915,210973
2916,396413
2917,438653
2918,149972
2919,4387
2920,208909
2921,240514
2922,415662
2923,729
2924,369489
2925,153246
2926,297615
2927,4467
2928,333459
2929,296555
2930,326338
2931,332277
2932,3268
2933,3277
2934,3369
2935,3542
2936,297091
2937,289764
2938,315807
2939,245517
2940,3387
2941,198678
2942,147562
2943,256091
2944,2961
2945,1500
2946,1023
2947,1894
2948,1235
2949,1292
2950,1598
2951,2051
2952,315808
2953,1726
2954,2447
2955,206465
2956,213171
2957,290025
2958,391720
2959,1514
2960,1515
2961,291984
2962,307760
2963,811
2964,3663
2965,432571
2966,430014
2967,2872
2968,434918
2969,347872
2970,3714
2971,381597
2972,280992
2973,368864
2974,295662
2975,437387
2976,1135
2977,4611
2978,314767
2979,4129
2980,3243
2981,377617
2982,405228
2983,437776
2984,438414
2985,369823
2986,272982
2987,438236
2988,384965
2989,420904
2990,229168
2991,294530
2992,288757
2993,440717
2994,410125
2995,444977
2996,385270
2997,407746
2998,1294
2999,294196
3000,189505
3001,4371
3002,4756
3003,422371
3004,789
3005,2880
3006,4566
3007,422300
3008,415967
3009,297250
3010,1248
3011,393297
3012,338171
3013,212413
3014,355119
3015,365902
3016,196556
3017,239686
3018,271060
3019,306890
3020,217908
3021,145649
3022,1828
3023,2079
3024,2077
3025,791
3026,1035
3027,1973
3028,790
3029,1158
3030,4629
3031,1167
3032,1474
3033,1411
3034,934
3035,3252
3036,2413
3037,410731
3038,267903
3039,233706
3040,3123
3041,2874
3042,193864
3043,1141
3044,1117
3045,3925
3046,4446
3047,298918
3048,399052
3049,385430
3050,292124
3051,414311
3052,289898
3053,358585
3054,360858
3055,948
3056,1147
3057,411507
3058,196829
3059,296826
3060,294154
3061,1143
3062,334029
3063,4466
3064,424817
3065,313190
3066,1145
3067,4571
3068,2030
3069,1539
3070,1941
3071,2904
3072,2044
3073,1367
3074,2118
3075,428738
3076,2656
3077,2820
3078,4083
3079,4705
3080,4168
3081,341011
3082,4256
3083,3799
3084,4596
3085,420841
3086,283730
3087,325698
3088,435328
3089,421605
3090,395298
3091,419730
3092,409211
3093,446064
3094,3873
3095,220459
3096,293382
3097,259897
3098,397415
3099,385797
3100,237462
